66,ObjectId(5b6ddb1d7b7bf69e9420e7ba),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.3887399463806971, ""x"": 0.5314561136478945, ""width"": 0.2100456621004566, ""height"": 0.19111451551129832}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-10T18:36:13.523Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
66,ObjectId(5b6ddb1d7b7bf69e9420e7ba),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.4044427422443508, ""x"": 0.7067478437341451, ""width"": 0.0636732623033992, ""height"": 0.2094982765224052}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-10T18:36:13.523Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
66,ObjectId(5b6ddb1d7b7bf69e9420e7ba),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.6066641133665263, ""x"": 0.35819381024860475, ""height"": 0.10494063577173496, ""width"": 0.10451547437848807}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-10T18:36:13.523Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
66,ObjectId(5b6ddb1d7b7bf69e9420e7ba),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.6660283416315588, ""x"": 0.1917808219178082, ""width"": 0.23059360730593603, ""height"": 0.12868632707774796}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-10T18:36:13.523Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.2693014705882353, ""x"": 0.5842126623376623, ""height"": 0.026041666666666685, ""width"": 0.11627435064935066}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.fliped_x.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.7043504901960784, ""x"": 0.5842126623376623, ""height"": 0.02604166666666663, ""width"": 0.11627435064935066}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.fliped_xy.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.7043504901960784, ""x"": 0.29931006493506496, ""height"": 0.02604166666666663, ""width"": 0.11627435064935066}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.fliped_y.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.8539325842696629, ""x"": 0.3579161028416779, ""height"": 0.08682328907047998, ""width"": 0.38768606224627883}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.mummification0.3.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.5122549019607843, ""x"": 0.21469155844155843, ""width"": 0.23254870129870128, ""height"": 0.05208333333333337}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.mummification0.5.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.5600490196078431, ""x"": 0.42167207792207795, ""height"": 0.22855392156862742, ""width"": 0.1781655844155844}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.mummification0.5.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.32018383761011104, ""x"": 0.13419583967529175, ""height"": 0.03255457679050172, ""width"": 0.14535768645357683}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.3400995787054768, ""x"": 0.5487062404870624, ""width"": 0.18848300355149672, ""height"": 0.07621600919188048}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.3500574492531597, ""x"": 0.2635717909690512, ""width"": 0.11136478944698125, ""height"": 0.14285714285714285}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.46189199540405973, ""x"": 0.4436834094368341, ""width"": 0.21004566210045655, ""height"": 0.19111451551129827}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.47759479126771354, ""x"": 0.6189751395230847, ""width"": 0.06367326230339931, ""height"": 0.20949827652240527}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.679816162389889, ""x"": 0.27042110603754443, ""width"": 0.10451547437848802, ""height"": 0.10494063577173507}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
272,ObjectId(5b97516e1025fcfc18ae1f7e),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.7391803906549216, ""x"": 0.10400811770674785, ""width"": 0.23059360730593603, ""height"": 0.12868632707774796}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:16:49.201Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.2852328431372549, ""x"": 0.21814123376623376, ""height"": 0.060968137254901966, ""width"": 0.1507711038961039}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.fliped_x.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.6534926470588235, ""x"": 0.21814123376623376, ""height"": 0.06096813725490202, ""width"": 0.1507711038961039}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.fliped_xy.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.6534926470588235, ""x"": 0.6308847402597403, ""height"": 0.06096813725490202, ""width"": 0.15077110389610382}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.fliped_y.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.33707865168539325, ""x"": 0.18673883626522328, ""height"": 0.2032686414708887, ""width"": 0.5027063599458729}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.3.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.4319852941176471, ""x"": 0.5020292207792207, ""width"": 0.30154220779220786, ""height"": 0.12193627450980393}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.5.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.4479166666666667, ""x"": 0.04586038961038961, ""height"": 0.22855392156862747, ""width"": 0.17816558441558442}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.5.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.6268382352941176, ""x"": 0.3340097402597403, ""height"": 0.30575980392156865, ""width"": 0.336038961038961}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.5.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.6519607843137255, ""x"": 0.614448051948052, ""height"": 0.335171568627451, ""width"": 0.10186688311688308}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.5.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.20451934124856377, ""x"": 0.2554540842212075, ""width"": 0.14535768645357683, ""height"": 0.03255457679050172}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.22443508234392953, ""x"": 0.6699644850329782, ""height"": 0.07621600919188051, ""width"": 0.18848300355149672}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.2343929528916124, ""x"": 0.38483003551496703, ""width"": 0.11136478944698125, ""height"": 0.14285714285714282}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.34622749904251243, ""x"": 0.5649416539827499, ""width"": 0.2100456621004566, ""height"": 0.19111451551129838}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.36193029490616624, ""x"": 0.7402333840690005, ""width"": 0.06367326230339931, ""height"": 0.20949827652240527}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.5641516660283417, ""x"": 0.3916793505834602, ""width"": 0.10451547437848807, ""height"": 0.10494063577173485}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
273,ObjectId(5b97516e1025fcfc18ae1f84),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.6235158942933742, ""x"": 0.2252663622526636, ""width"": 0.23059360730593603, ""height"": 0.12868632707774796}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:34.893Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.3952205882352941, ""x"": 0.2617694805194805, ""height"": 0.16758578431372556, ""width"": 0.05093344155844154}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.fliped_x.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.4368872549019608, ""x"": 0.2617694805194805, ""height"": 0.1675857843137255, ""width"": 0.05093344155844154}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.fliped_xy.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.4368872549019608, ""x"": 0.6870941558441559, ""height"": 0.1675857843137255, ""width"": 0.05093344155844148}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.fliped_y.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.17568947906026558, ""x"": 0.23410013531799728, ""width"": 0.5602165087956699, ""height"": 0.5097037793667007}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.3.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.21756894790602657, ""x"": 0.7016238159675237, ""height"": 0.5587334014300307, ""width"": 0.16982408660351822}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.3.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.15196078431372548, ""x"": 0.349025974025974, ""height"": 0.30575980392156865, ""width"": 0.336038961038961}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.5.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.17708333333333334, ""x"": 0.6294642857142857, ""width"": 0.10186688311688308, ""height"": 0.3351715686274509}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.5.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.5006127450980392, ""x"": 0.07183441558441558, ""height"": 0.16789215686274506, ""width"": 0.16720779220779222}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.5.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.2995021064726158, ""x"": 0.31861998985286655, ""width"": 0.14535768645357683, ""height"": 0.03255457679050172}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.3194178475679816, ""x"": 0.7331303906646373, ""width"": 0.18848300355149683, ""height"": 0.07621600919188054}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.32937571811566446, ""x"": 0.44799594114662605, ""width"": 0.1113647894469813, ""height"": 0.14285714285714285}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.4412102642665645, ""x"": 0.6281075596144089, ""width"": 0.21004566210045672, ""height"": 0.19111451551129832}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.4569130601302183, ""x"": 0.8033992897006595, ""height"": 0.2094982765224052, ""width"": 0.06367326230339931}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.6591344312523938, ""x"": 0.4548452562151192, ""width"": 0.10451547437848818, ""height"": 0.10494063577173496}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
274,ObjectId(5b97516e1025fcfc18ae1f85),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.7184986595174262, ""x"": 0.2884322678843227, ""width"": 0.2305936073059361, ""height"": 0.12868632707774807}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (38.JPG,mummification,2018-08-21T19:17:44.032Z,0,UT35-15D_01_02_2016 (38.mummification0.8.JPG
133,ObjectId(5b97516a1025fcfc18ae19bd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.19454656862745098, ""x"": 0.1836444805194805, ""height"": 0.15716911764705885, ""width"": 0.16051136363636365}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2017-08-21T22:35:48.908Z,0,UT35-15D_01_02_2016 (39.fliped_x.JPG
133,ObjectId(5b97516a1025fcfc18ae19bd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.6479779411764706, ""x"": 0.1836444805194805, ""height"": 0.15716911764705888, ""width"": 0.16051136363636365}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2017-08-21T22:35:48.908Z,0,UT35-15D_01_02_2016 (39.fliped_xy.JPG
133,ObjectId(5b97516a1025fcfc18ae19bd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.6479779411764706, ""x"": 0.6556412337662337, ""height"": 0.15716911764705888, ""width"": 0.16051136363636365}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2017-08-21T22:35:48.908Z,0,UT35-15D_01_02_2016 (39.fliped_y.JPG
133,ObjectId(5b97516a1025fcfc18ae19bd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.28089887640449435, ""x"": 0.04736129905277402, ""height"": 0.5240040858018387, ""width"": 0.5351826792963464}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2017-08-21T22:35:48.908Z,0,UT35-15D_01_02_2016 (39.mummification0.3.JPG
133,ObjectId(5b97516a1025fcfc18ae19bd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.07107843137254902, ""x"": 0.4054383116883117, ""width"": 0.3210227272727273, ""height"": 0.31433823529411764}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2017-08-21T22:35:48.908Z,0,UT35-15D_01_02_2016 (39.mummification0.5.JPG
133,ObjectId(5b97516a1025fcfc18ae19bd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.11298353121409421, ""x"": 0.5246067985794013, ""width"": 0.25215626585489603, ""height"": 0.04212945231711987}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2017-08-21T22:35:48.908Z,0,UT35-15D_01_02_2016 (39.mummification0.8.JPG
133,ObjectId(5b97516a1025fcfc18ae19bd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.18230563002680966, ""x"": 0.7141045154743785, ""height"": 0.19647644580620455, ""width"": 0.2006595636732622}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2017-08-21T22:35:48.908Z,0,UT35-15D_01_02_2016 (39.mummification0.8.JPG
133,ObjectId(5b97516a1025fcfc18ae19bd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.7556491765607047, ""x"": 0.78259766615931, ""width"": 0.1555048198883816, ""height"": 0.17885867483722706}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2017-08-21T22:35:48.908Z,0,UT35-15D_01_02_2016 (39.mummification0.8.JPG
133,ObjectId(5b97516a1025fcfc18ae19bd),ObjectId(5984676ae94fb4bc9c04bc64),"[{""geometry"": {""y"": 0.7962466487935657, ""x"": 0.3888888888888889, ""width"": 0.1752917300862506, ""height"": 0.13060130218307175}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2017-08-21T22:35:48.908Z,0,UT35-15D_01_02_2016 (39.mummification0.8.JPG
62,ObjectId(5b6ddac47b7bf69e9420e7b6),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.6531862745098039, ""x"": 0.16497564935064934, ""height"": 0.14307598039215685, ""width"": 0.12439123376623379}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2018-08-10T18:34:44.365Z,0,UT35-15D_01_02_2016 (39.fliped_x.JPG
62,ObjectId(5b6ddac47b7bf69e9420e7b6),ObjectId(5b0471ddf1e6500030825d24),"[{""geometry"": {""y"": 0.2034313725490196, ""x"": 0.16497564935064934, ""height"": 0.14307598039215685, ""width"": 0.12439123376623379}, ""style"": {}, ""type"": ""rect""}]",http://localhost:3000/2015/UT35-15D/Daily Photos/UT35-15D_01_02_2016 (39.JPG,mummification,2018-08-10T18:34:44.365Z,0,UT35-15D_01_02_2016 (39.fliped_xy.JPG
